fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_tier
8.1,0.27,0.28,19.7,0.047,11,87,0.994,3.05,0.42,11.5,2
5.9,0.3,0.26,4.0,0.036,24,126,0.9913,3.55,0.49,9.8,2
6.5,0.09,0.14,24.0,0.068,26,77,0.9961,3.32,0.68,13.3,2
7.4,0.17,0.31,13.8,0.053,39,176,0.9907,3.22,0.49,10.6,2
8.5,0.37,0.37,45.3,0.064,15,248,0.994,2.75,0.41,10.8,2
7.4,0.08,0.55,30.5,0.079,30,127,0.9883,3.2,0.53,8.8,2
8.7,0.45,0.0,4.6,0.094,14,64,0.997,3.44,0.73,10.9,1
5.8,0.35,0.17,6.8,0.047,5,154,0.9943,3.27,0.39,11.4,2
9.1,0.34,0.21,7.7,0.04,42,96,0.9951,2.88,0.35,10.5,2
5.9,0.38,0.46,14.0,0.074,28,138,0.9905,3.04,0.42,11.0,2
7.4,0.26,0.4,15.8,0.073,8,93,0.9973,3.33,0.67,10.4,2
7.6,0.23,0.31,12.7,0.043,14,107,0.9987,3.32,0.41,9.8,2
6.7,0.17,0.37,10.3,0.013,39,108,0.9904,3.15,0.6,10.9,2
9.3,0.74,0.59,1.2,0.068,6,9,0.9939,3.32,0.78,8.7,2
8.7,0.46,0.34,1.2,0.225,2,57,0.9994,3.29,0.88,8.7,3
6.9,0.22,0.24,6.7,0.021,61,94,0.9928,3.46,0.49,10.3,2
6.8,0.24,0.31,11.0,0.066,47,105,0.9901,3.14,0.48,11.1,3
7.5,0.36,0.42,44.4,0.083,24,121,0.9949,3.05,0.46,10.3,2
8.9,0.33,0.21,1.2,0.085,19,66,0.9981,3.22,0.55,11.1,2
7.3,0.36,0.55,1.2,0.049,27,191,0.9921,3.09,0.42,9.2,2
7.5,0.33,0.24,1.2,0.069,31,6,0.9969,3.17,0.5,10.0,2
7.3,0.25,0.43,5.8,0.023,44,112,0.9941,3.22,0.45,10.3,2
6.0,0.24,0.33,2.8,0.049,22,92,0.9905,3.2,0.27,13.3,2
6.6,0.36,0.4,6.3,0.063,36,151,0.9945,3.21,0.51,10.7,2
7.7,0.47,0.3,7.9,0.051,34,95,0.9927,3.12,0.58,11.9,3
7.3,0.47,0.38,11.9,0.032,33,73,0.9919,3.28,0.46,11.1,2
7.6,0.08,0.33,12.2,0.052,66,180,0.9902,3.19,0.52,10.0,2
7.7,0.27,0.25,7.4,0.066,17,91,0.9927,2.88,0.54,11.6,3
8.9,0.48,0.48,1.2,0.155,36,64,0.9946,3.27,0.79,9.0,2
6.4,0.14,0.3,7.9,0.031,21,148,0.9958,3.4,0.52,12.6,2
6.2,0.44,0.44,2.7,0.048,60,115,0.9937,3.36,0.47,10.1,2
7.3,0.56,0.13,1.4,0.074,4,48,0.9975,3.14,0.82,11.6,2
6.9,0.31,0.56,46.4,0.029,37,170,0.9949,3.42,0.57,10.6,2
7.1,0.34,0.59,5.2,0.029,73,202,0.9942,3.29,0.7,9.2,2
6.1,0.46,0.39,9.0,0.065,41,109,0.9946,3.26,0.53,8.7,3
6.8,0.64,0.43,5.2,0.082,22,6,0.9988,3.32,0.76,10.8,2
6.9,0.43,0.3,4.0,0.046,29,215,0.9958,3.33,0.57,10.2,3
7.4,0.28,0.12,1.8,0.066,24,174,0.9943,3.05,0.57,10.4,2
6.7,0.14,0.47,18.1,0.01,35,147,0.9928,3.2,0.35,9.4,2
5.9,0.27,0.35,62.1,0.042,24,123,0.9943,3.27,0.72,10.7,3
6.1,0.31,0.25,16.4,0.051,22,148,0.9915,3.4,0.45,11.4,3
7.6,0.29,0.21,5.4,0.031,4,107,0.992,3.18,0.58,9.3,2
9.1,0.59,0.46,2.8,0.101,15,73,0.9972,3.31,0.66,11.2,2
6.5,0.41,0.2,4.4,0.097,49,103,0.9957,3.15,0.51,8.8,3
9.1,0.27,0.31,5.3,0.023,47,171,0.9914,3.17,0.64,8.5,2
9.4,0.38,0.12,3.5,0.065,17,27,0.996,3.4,0.66,13.2,2
8.7,0.41,0.18,1.2,0.048,27,69,0.9947,3.29,0.92,11.3,2
7.2,0.3,0.46,4.8,0.068,17,144,0.9959,3.28,0.22,9.5,3
6.5,0.24,0.29,7.4,0.056,71,162,0.9925,3.27,0.56,10.6,2
6.1,0.26,0.26,3.6,0.103,2,141,0.9899,3.26,0.34,10.6,2
8.0,0.48,0.22,14.6,0.062,25,163,0.9936,3.1,0.45,10.2,2
5.9,0.37,0.23,10.8,0.057,40,138,0.9918,3.02,0.48,11.2,2
6.1,0.41,0.31,2.4,0.034,8,205,0.9927,3.16,0.48,10.1,2
10.1,0.35,0.65,1.6,0.115,1,56,0.9956,3.1,0.73,11.2,3
8.3,0.21,0.3,4.0,0.032,36,188,0.9963,3.28,0.53,8.0,2
6.9,0.24,0.61,3.1,0.035,15,97,0.9999,3.01,0.82,10.8,2
7.3,0.28,0.37,24.5,0.029,51,152,0.9893,2.74,0.22,9.0,3
8.5,0.3,0.25,20.5,0.081,58,99,0.9947,3.09,0.38,12.4,2
8.5,0.45,0.38,8.6,0.028,59,134,0.9982,3.13,0.5,10.4,2
5.8,0.42,0.33,39.9,0.069,32,156,0.9968,3.24,0.54,12.8,2
7.4,0.29,0.17,1.4,0.059,17,47,0.9983,3.15,0.58,10.6,2
8.4,0.83,0.1,1.4,0.049,14,14,0.9964,3.25,0.81,10.6,1
5.4,0.21,0.51,10.2,0.064,20,150,0.995,3.16,0.36,10.1,2
8.7,0.27,0.32,29.6,0.028,48,170,0.989,3.2,0.52,9.3,2
5.4,0.26,0.36,3.6,0.053,55,78,0.9977,3.08,0.57,9.6,3
7.3,0.08,0.51,18.1,0.072,17,137,0.9905,2.93,0.47,9.3,3
7.3,0.08,0.27,12.0,0.036,37,54,0.9986,3.07,0.43,10.7,2
8.5,0.34,0.36,15.5,0.065,41,115,0.9891,3.55,0.38,9.2,2
7.6,0.37,0.36,3.0,0.046,34,200,0.9905,3.49,0.47,10.7,2
6.9,0.34,0.29,2.1,0.066,41,140,0.9936,3.08,0.46,8.7,2
7.2,0.21,0.56,21.1,0.031,56,166,0.9911,3.16,0.38,9.9,2
7.3,0.33,0.39,20.4,0.04,22,180,0.987,2.96,0.44,10.0,2
7.3,0.1,0.36,6.1,0.046,35,186,0.9936,3.05,0.3,10.2,2
6.3,0.23,0.36,6.6,0.022,34,86,0.9922,3.36,0.63,10.6,2
8.3,0.24,0.22,22.6,0.039,71,142,0.9961,3.18,0.58,10.9,2
8.5,0.54,0.31,1.2,0.072,9,14,0.9961,3.25,0.6,10.1,2
10.7,0.52,0.49,1.2,0.058,32,53,0.9978,3.31,0.6,10.6,1
6.1,0.27,0.32,8.8,0.026,56,130,0.9953,3.15,0.35,10.4,3
7.0,0.21,0.37,5.6,0.022,24,148,0.9984,3.07,0.58,12.0,2
9.8,0.39,0.32,2.3,0.121,26,124,1.001,3.03,0.74,11.0,2
8.4,0.13,0.41,5.1,0.073,15,208,0.9969,3.03,0.35,10.8,2
7.7,0.41,0.44,18.0,0.018,27,111,0.9951,2.88,0.22,9.4,2
10.4,0.31,0.22,1.6,0.09,16,27,0.9994,3.53,0.46,12.3,2
6.5,0.22,0.3,5.9,0.087,64,152,0.9941,3.26,0.63,10.0,2
7.6,0.21,0.22,2.5,0.053,14,142,0.9919,3.1,0.48,11.8,2
7.6,0.34,0.3,2.2,0.057,38,30,0.993,3.18,0.53,10.3,3
6.7,0.31,0.43,28.6,0.064,9,109,0.995,3.22,0.5,11.3,2
7.2,0.24,0.4,4.8,0.033,4,117,0.9895,3.25,0.51,10.9,3
6.2,0.28,0.25,49.6,0.067,15,134,0.9973,3.14,0.36,8.0,2
9.6,0.58,0.33,2.4,0.18,24,60,0.9928,3.01,0.43,11.0,2
6.8,0.47,0.28,27.2,0.043,45,199,0.998,3.18,0.26,10.7,3
8.8,0.84,0.11,2.9,0.116,20,45,0.9969,3.31,0.57,10.1,1
6.5,0.33,0.44,7.7,0.024,22,139,0.9958,3.22,0.32,11.0,2
7.5,0.3,0.23,2.3,0.021,48,116,0.9964,2.99,0.47,10.4,3
7.3,0.3,0.34,5.0,0.031,42,116,0.9964,3.16,0.55,8.1,2
10.9,0.52,0.1,3.4,0.076,28,13,0.9982,3.11,0.63,9.0,2
7.8,0.31,0.33,2.0,0.02,27,193,0.9981,3.21,0.47,8.6,3
7.6,0.39,0.23,7.3,0.036,61,102,0.9966,3.11,0.5,11.3,2
6.7,0.43,0.34,20.1,0.094,2,100,0.9929,3.15,0.46,10.3,2
6.6,0.41,0.34,14.2,0.053,36,117,0.9948,2.99,0.67,10.6,2
7.2,0.37,0.34,15.5,0.032,52,173,0.9974,3.25,0.5,10.2,2
8.6,0.19,0.39,3.3,0.074,42,63,0.9978,3.12,0.45,10.8,2
7.1,0.43,0.25,3.8,0.043,14,139,0.9918,3.44,0.63,10.4,3
10.0,0.77,0.34,6.0,0.061,10,62,0.996,3.39,0.96,8.5,2
7.0,0.33,0.11,5.1,0.025,28,184,0.9969,3.04,0.33,8.5,2
7.5,0.26,0.43,4.3,0.021,31,65,0.9937,2.89,0.44,13.6,2
8.1,0.18,0.49,9.5,0.023,48,199,0.9916,3.21,0.47,9.7,2
8.6,0.45,0.58,2.7,0.044,7,81,0.9966,3.58,0.56,10.5,2
6.2,0.23,0.37,1.1,0.063,22,148,0.9924,3.36,0.53,8.7,2
7.8,0.32,0.35,1.2,0.164,13,106,0.9978,3.36,0.57,11.0,2
7.7,0.32,0.39,12.2,0.054,39,21,0.9959,3.27,0.41,9.9,2
7.0,0.33,0.55,12.3,0.033,53,113,0.9936,3.23,0.33,8.5,2
7.9,0.45,0.23,7.5,0.147,23,45,0.9965,3.04,0.66,10.5,2
9.9,0.67,0.45,2.9,0.053,24,43,0.9958,3.4,0.35,11.9,2
6.1,0.35,0.28,21.8,0.061,45,159,0.9901,3.1,0.57,10.2,2
10.6,0.51,0.62,3.4,0.12,6,42,0.994,3.31,0.81,9.2,2
6.6,0.31,0.47,11.5,0.053,10,203,0.9977,3.1,0.28,10.7,2
8.7,0.35,0.47,6.0,0.017,28,140,0.9897,3.13,0.64,11.5,2
6.8,0.21,0.13,6.6,0.009,27,152,0.9933,3.24,0.59,8.7,2
10.1,0.75,0.23,2.2,0.108,10,40,0.9947,3.63,0.64,11.3,2
9.3,0.31,0.38,2.2,0.009,42,73,0.9953,3.17,0.22,10.9,2
7.5,0.29,0.32,11.8,0.029,21,139,0.9896,3.31,0.66,11.7,2
6.3,0.42,0.51,3.5,0.009,27,156,1.0002,3.27,0.6,12.3,2
7.4,0.23,0.06,8.1,0.066,46,147,0.9963,3.2,0.61,10.5,2
6.7,0.12,0.44,28.7,0.053,64,201,0.9986,3.09,0.41,11.3,2
9.4,0.59,0.0,2.4,0.062,19,29,0.997,3.34,0.77,10.3,2
6.3,0.22,0.48,4.9,0.035,48,157,0.9966,2.77,0.47,10.6,2
5.3,0.1,0.19,8.9,0.046,42,123,0.9976,3.32,0.5,10.7,3
8.6,0.65,0.0,1.2,0.119,22,100,0.9923,3.23,0.69,11.1,2
6.7,0.4,0.28,7.5,0.01,25,250,0.9964,3.15,0.6,11.5,2
4.5,0.29,0.25,4.5,0.029,31,88,0.9952,3.01,0.34,9.8,2
8.5,0.23,0.55,1.2,0.012,36,54,0.9965,3.22,0.68,10.3,2
5.5,0.24,0.35,7.9,0.028,53,184,0.9927,3.23,0.64,9.2,3
6.2,0.57,0.0,1.3,0.167,4,10,0.9972,3.33,0.35,11.6,2
6.7,0.34,0.2,15.3,0.036,50,154,1.0017,3.1,0.42,12.0,2
6.8,0.28,0.47,3.1,0.073,21,40,0.9972,2.95,0.59,9.9,2
8.2,0.43,0.35,2.2,0.066,20,49,0.9946,3.3,0.62,10.0,2
8.0,0.26,0.4,13.0,0.074,42,216,0.9897,3.14,0.42,12.2,2
6.4,0.21,0.3,38.6,0.038,41,85,0.9953,3.34,0.22,8.2,2
8.2,0.53,0.44,1.2,0.084,18,62,0.9954,3.4,0.8,10.8,3
5.9,0.24,0.19,3.8,0.039,31,184,0.9973,3.15,0.59,9.5,2
7.8,0.21,0.35,31.3,0.015,39,146,0.9935,2.99,0.52,11.7,2
8.3,0.24,0.33,4.0,0.068,59,147,0.9972,3.05,0.58,9.7,2
7.7,0.28,0.25,7.8,0.054,53,98,0.9908,3.55,0.65,11.3,2
6.0,0.49,0.27,9.4,0.041,9,117,0.9974,3.31,0.51,12.0,3
6.9,0.13,0.48,8.0,0.049,56,140,0.9928,3.07,0.3,11.9,2
5.4,0.39,0.26,36.8,0.052,22,192,0.9929,3.22,0.49,11.9,3
8.0,0.14,0.38,2.0,0.009,49,137,0.9964,2.98,0.42,11.1,2
6.2,0.28,0.24,6.1,0.024,72,161,0.987,3.32,0.42,10.0,1
6.1,0.46,0.35,1.7,0.145,4,10,0.9975,3.47,0.49,10.5,3
4.9,0.44,0.16,24.3,0.043,28,121,0.9981,3.02,0.6,11.0,2
11.5,0.35,0.43,1.9,0.061,19,67,0.9959,3.3,0.53,10.9,2
6.3,0.25,0.26,5.4,0.02,68,168,0.9936,3.47,0.41,10.2,2
5.9,0.66,0.09,5.6,0.103,13,11,0.9984,3.37,0.63,10.3,2
4.7,0.31,0.28,7.9,0.03,61,152,0.987,2.92,0.52,11.4,2
8.7,0.43,0.28,5.1,0.051,30,115,0.9958,3.18,0.42,10.5,2
7.5,0.37,0.54,42.3,0.038,21,201,0.9914,3.2,0.35,11.6,2
6.3,0.22,0.59,4.2,0.048,27,166,0.9898,3.15,0.67,11.9,2
8.0,0.33,0.23,6.6,0.058,37,113,0.9916,3.28,0.4,10.8,3
7.1,0.62,0.29,3.0,0.141,21,84,0.9993,3.16,0.75,10.1,2
7.3,0.38,0.59,4.9,0.017,38,148,0.9978,3.26,0.54,12.6,2
5.6,0.3,0.2,28.8,0.069,59,151,0.9928,3.11,0.43,10.2,2
7.1,0.46,0.27,0.6,0.048,69,96,0.9899,3.27,0.44,11.6,2
8.0,0.66,0.31,1.2,0.058,30,72,0.9979,3.18,0.6,11.1,2
6.2,0.3,0.26,6.8,0.061,23,192,0.9921,3.45,0.51,9.4,2
8.6,0.2,0.24,28.4,0.056,60,188,0.9926,2.85,0.39,9.8,3
7.1,0.14,0.51,11.5,0.07,48,166,0.997,3.14,0.46,10.6,2
5.4,0.35,0.57,11.0,0.01,15,151,0.9897,3.13,0.36,9.0,2
8.8,0.6,0.57,8.8,0.088,1,7,0.9973,3.47,0.48,12.0,2
7.4,0.33,0.13,1.5,0.142,23,54,0.9961,3.24,0.72,11.6,2
6.3,0.36,0.35,28.5,0.036,28,175,0.9981,3.23,0.49,10.6,2
6.7,0.12,0.49,5.8,0.041,65,102,0.9936,3.12,0.61,10.3,2
7.1,0.36,0.35,2.9,0.062,3,170,0.9916,3.3,0.72,12.0,2
6.9,0.08,0.3,14.9,0.026,39,227,0.9914,3.26,0.71,9.7,2
7.2,0.09,0.18,5.0,0.031,40,98,0.9935,3.19,0.56,8.4,3
7.1,0.23,0.53,17.2,0.074,10,119,0.9963,3.04,0.41,9.1,2
7.2,0.21,0.39,6.1,0.032,2,92,0.9913,3.01,0.27,10.5,1
7.7,0.28,0.49,26.6,0.034,64,176,0.9912,3.5,0.59,11.1,2
6.6,0.15,0.37,16.6,0.054,18,126,0.9968,3.27,0.45,8.0,3
7.0,0.46,0.49,21.1,0.033,25,184,0.9905,3.04,0.23,8.6,2
6.1,0.22,0.33,3.8,0.009,64,176,0.9963,3.3,0.57,13.2,2
5.3,0.19,0.55,8.7,0.034,2,90,0.9915,3.05,0.6,9.3,2
9.5,0.3,0.39,1.9,0.088,39,83,0.9975,3.47,0.42,9.2,2
6.9,0.19,0.23,15.6,0.009,40,174,0.9941,3.38,0.54,9.9,2
6.3,0.24,0.44,20.2,0.024,17,171,0.9964,3.36,0.66,11.4,2
7.3,0.28,0.24,11.7,0.039,12,75,0.9953,3.15,0.78,12.9,3
6.6,0.33,0.37,18.8,0.061,46,45,0.9932,3.15,0.52,9.2,3
8.1,0.38,0.45,10.4,0.07,81,149,0.9896,3.34,0.35,10.0,3
6.9,0.4,0.55,35.0,0.064,32,150,0.991,3.11,0.67,10.6,3
6.0,0.18,0.38,4.9,0.068,6,84,0.9963,3.31,0.57,12.4,2
6.2,0.35,0.53,9.2,0.059,63,179,0.9915,3.22,0.5,9.3,2
6.5,0.17,0.3,21.7,0.033,36,102,0.995,3.14,0.54,10.8,2
6.5,0.28,0.48,46.9,0.026,60,118,0.9946,3.15,0.29,9.2,2
7.9,0.26,0.39,34.5,0.02,29,158,0.9945,3.13,0.3,10.4,2
6.3,0.72,0.16,2.4,0.106,13,38,0.9938,3.23,0.85,10.9,3
7.0,0.23,0.39,12.2,0.023,20,135,0.9928,2.94,0.68,11.7,3
4.9,0.3,0.28,4.7,0.049,30,119,0.9938,2.87,0.4,9.8,3
6.5,0.41,0.16,8.9,0.056,33,118,0.9927,3.15,0.42,11.2,2
5.9,0.08,0.36,4.6,0.034,15,86,0.9923,3.14,0.38,10.4,3
9.1,0.59,0.2,1.8,0.116,19,61,0.993,3.4,0.69,10.2,2
7.1,0.42,0.53,2.6,0.019,45,116,0.9956,3.14,0.47,9.6,2
7.3,0.32,0.37,2.3,0.034,40,137,0.9914,3.18,0.43,9.8,2
7.0,0.17,0.23,16.5,0.055,54,131,0.992,3.36,0.59,12.4,3
7.5,0.21,0.15,5.3,0.091,17,139,0.9947,3.17,0.53,10.0,2
6.1,0.41,0.44,12.8,0.081,48,132,0.992,3.42,0.6,10.8,2
7.1,0.16,0.25,8.6,0.073,49,194,0.9968,2.94,0.55,11.0,2
8.3,0.56,0.0,1.3,0.121,9,61,0.997,3.25,0.62,9.5,2
5.9,0.42,0.27,32.3,0.06,56,139,0.9932,3.24,0.61,9.7,2
7.4,0.24,0.44,5.7,0.009,15,120,0.9939,3.09,0.6,10.3,2
7.1,0.39,0.14,30.4,0.081,33,178,0.9959,3.44,0.49,11.1,2
6.5,0.25,0.32,8.7,0.066,12,217,0.991,3.11,0.58,11.0,2
9.0,0.43,0.69,1.3,0.112,9,6,0.9993,3.43,0.84,10.3,2
7.5,0.23,0.31,5.6,0.065,27,144,0.9966,3.1,0.7,11.2,2
8.6,0.36,0.0,1.2,0.05,15,73,0.9936,3.28,0.41,9.9,2
7.9,0.22,0.3,3.6,0.126,19,65,0.9983,3.25,1.02,9.4,2
7.4,0.52,0.35,9.0,0.047,29,134,0.996,3.23,0.55,9.4,2
6.1,0.21,0.4,7.0,0.077,36,135,0.987,3.2,0.59,10.7,3
7.2,0.35,0.47,17.1,0.015,35,82,0.9915,3.18,0.54,9.8,3
4.8,0.29,0.09,14.3,0.09,17,119,0.9931,2.83,0.67,11.2,2
7.7,0.45,0.34,8.9,0.034,54,154,0.992,3.07,0.62,9.9,1
6.7,0.36,0.45,2.1,0.06,36,149,0.9918,3.42,0.44,10.5,3
7.1,0.31,0.44,7.2,0.013,41,119,0.9962,3.27,0.56,9.3,2
8.2,0.9,0.62,1.2,0.12,4,44,0.9972,3.21,0.77,10.8,2
6.8,0.28,0.31,5.3,0.084,57,172,0.9927,2.99,0.29,10.7,3
7.9,0.4,0.73,11.0,0.025,29,111,0.9942,3.11,0.52,10.2,2
5.7,0.14,0.2,9.2,0.053,49,173,0.9945,3.03,0.55,9.1,2
6.6,0.28,0.26,3.9,0.019,54,141,0.9909,3.37,0.51,8.7,2
7.3,0.16,0.49,9.2,0.027,27,120,0.9944,3.47,0.55,10.2,2
7.5,0.34,0.41,1.2,0.047,16,10,0.9967,3.42,0.61,10.5,2
4.6,0.42,0.25,1.7,0.144,24,74,0.9928,3.18,0.81,10.0,2
7.0,0.12,0.26,5.6,0.017,43,165,0.9965,3.18,0.4,10.2,2
5.5,0.55,0.26,15.5,0.04,32,118,0.9918,3.33,0.58,8.6,2
7.1,0.38,0.46,14.7,0.06,23,165,0.9965,3.3,0.53,10.1,2
7.1,0.59,0.24,1.3,0.012,1,88,0.997,2.97,0.55,10.2,2
7.7,0.37,0.4,30.8,0.044,31,83,0.9921,2.87,0.41,9.7,2
6.3,0.29,0.33,14.6,0.046,33,148,0.991,3.1,0.64,10.7,3
7.6,0.73,0.19,1.5,0.053,15,64,0.9975,3.39,0.69,11.5,2
10.2,0.44,0.59,2.1,0.043,12,41,0.9979,3.34,0.93,11.5,3
7.5,0.33,0.42,3.9,0.027,36,166,0.9949,3.07,0.43,9.1,2
6.1,0.15,0.34,2.7,0.058,17,157,0.997,3.24,0.53,10.9,3
6.6,0.27,0.54,8.4,0.035,57,94,0.9955,2.72,0.44,10.9,2
6.5,0.08,0.34,7.4,0.02,25,105,0.9922,3.18,0.41,10.9,2
7.2,0.81,0.0,1.2,0.122,11,40,0.9983,3.18,0.52,9.7,3
5.7,0.11,0.53,17.4,0.009,22,154,0.9918,3.25,0.48,9.9,2
5.8,0.18,0.3,7.9,0.052,30,219,0.9913,3.19,0.7,8.9,2
6.6,0.35,0.2,13.9,0.041,35,31,0.9935,3.63,0.42,12.8,2
5.7,0.34,0.34,43.2,0.055,33,104,0.9934,3.32,0.34,9.5,2
6.0,0.3,0.18,12.3,0.047,16,169,0.9926,2.97,0.58,9.3,2
7.6,0.21,0.38,37.3,0.056,44,91,0.9964,3.37,0.33,10.9,2
5.7,0.28,0.43,18.3,0.056,31,193,0.9952,2.93,0.4,10.5,3
7.2,0.29,0.42,15.6,0.037,28,201,0.9997,3.29,0.34,10.4,2
9.6,0.47,0.33,25.8,0.051,30,138,0.9946,3.3,0.53,10.9,2
7.3,0.4,0.18,2.2,0.064,19,157,0.9957,3.26,0.69,9.0,2
6.7,0.44,0.24,50.9,0.049,42,137,0.997,3.24,0.22,10.1,3
6.8,0.37,0.15,16.0,0.081,29,56,0.9974,3.15,0.54,10.6,1
7.9,0.31,0.27,11.9,0.08,42,186,0.9938,3.33,0.53,9.7,2
7.7,0.67,0.38,1.2,0.056,1,44,0.9969,3.34,0.35,9.9,2
6.8,0.18,0.57,3.3,0.054,17,139,0.9972,3.06,0.46,13.4,2
6.8,0.36,0.21,10.1,0.085,19,81,0.9961,3.2,0.33,10.5,3
8.8,0.64,0.08,3.8,0.15,34,96,0.9956,3.17,0.82,9.8,3
6.1,0.32,0.24,11.7,0.043,56,59,0.9953,3.24,0.35,9.6,3
5.3,0.25,0.27,10.2,0.086,40,171,0.9888,3.18,0.65,11.5,2
7.3,0.38,0.51,10.8,0.05,66,102,0.9921,3.31,0.41,8.3,2
5.8,0.14,0.34,17.6,0.009,40,168,0.9941,3.23,0.57,9.6,2
7.0,0.17,0.45,46.1,0.042,54,134,0.9942,3.11,0.53,9.8,2
7.6,0.43,0.32,3.1,0.058,79,178,0.9956,3.1,0.63,8.9,1
7.1,0.31,0.28,7.1,0.077,41,158,0.989,3.26,0.6,9.0,2
8.7,0.9,0.03,1.2,0.072,12,24,0.9971,3.21,0.38,12.0,2
5.3,0.29,0.35,6.2,0.061,49,102,0.9965,3.36,0.46,10.2,2
6.6,0.32,0.45,7.1,0.067,54,131,0.9952,3.38,0.63,10.3,3
7.0,0.22,0.41,3.7,0.05,13,142,0.9948,3.39,0.69,10.9,1
9.1,0.48,0.48,1.2,0.061,5,69,0.9951,3.35,0.65,10.9,2
6.3,0.19,0.13,6.6,0.075,38,150,0.9932,3.15,0.36,9.5,2
5.7,0.33,0.36,19.8,0.031,29,100,0.9981,3.08,0.57,12.1,2
12.6,0.58,0.19,3.0,0.057,15,29,0.9973,3.33,0.56,9.7,2
6.9,0.23,0.33,7.4,0.054,19,74,0.9923,3.38,0.47,9.9,3
7.8,0.27,0.25,1.1,0.026,36,89,0.9993,3.23,0.45,10.5,2
7.9,0.27,0.5,37.3,0.087,53,111,0.9935,3.2,0.46,10.3,3
6.9,0.47,0.38,32.4,0.053,38,209,0.995,3.17,0.6,10.6,2
6.6,0.26,0.33,25.7,0.049,44,130,0.9934,3.2,0.44,10.4,2
7.0,0.31,0.39,33.7,0.086,41,134,0.9963,3.17,0.47,9.8,2
6.8,0.24,0.31,4.0,0.009,12,239,0.9945,3.02,0.35,11.4,2
12.8,0.81,0.0,1.2,0.106,1,56,0.9953,3.56,0.63,10.7,2
7.0,0.71,0.47,1.2,0.108,23,6,0.9979,3.62,0.78,11.1,2
7.7,0.24,0.39,13.1,0.025,30,125,0.998,3.3,0.35,8.0,3
7.9,0.3,0.26,39.4,0.095,13,246,1.0003,3.16,0.39,10.9,3
9.0,0.47,0.29,3.2,0.04,16,31,0.9995,3.16,0.63,12.0,2
8.7,0.42,0.53,1.5,0.056,22,88,0.9956,3.42,0.68,11.7,2
6.9,0.27,0.49,13.4,0.04,35,188,0.9965,3.07,0.33,9.4,2
6.4,0.34,0.36,41.3,0.05,26,88,0.9941,3.08,0.53,10.1,2
7.0,0.12,0.31,2.7,0.096,2,58,0.996,3.26,0.6,9.4,2
7.8,0.23,0.51,5.4,0.061,45,88,0.9957,3.31,0.64,9.8,2
8.4,0.76,0.34,1.2,0.053,1,20,0.9983,3.27,0.75,9.9,2
6.0,0.34,0.16,4.9,0.054,36,142,0.9931,3.48,0.66,10.5,2
6.5,0.38,0.32,10.1,0.037,42,139,0.9982,3.18,0.48,11.4,2
9.7,0.55,0.14,1.4,0.111,14,88,0.9984,3.56,0.7,10.1,2
7.2,0.27,0.44,8.2,0.051,39,175,0.9994,3.13,0.58,10.4,2
6.0,0.08,0.28,17.1,0.078,30,134,0.9943,2.94,0.58,9.5,2
6.0,0.3,0.39,9.5,0.09,52,84,0.9967,2.93,0.53,10.5,2
5.3,0.31,0.35,22.6,0.037,4,131,0.9943,3.25,0.57,10.2,2
6.5,0.14,0.25,2.0,0.045,27,127,0.9972,3.27,0.52,9.5,2
8.9,0.74,0.0,2.7,0.045,1,46,0.9987,3.04,0.51,10.6,2
7.6,0.56,0.45,2.4,0.038,32,37,0.9954,3.09,0.54,10.7,2
7.4,0.38,0.4,38.9,0.051,23,83,0.9984,3.22,0.22,11.4,2
7.9,0.41,0.22,4.4,0.027,45,254,0.9961,3.23,0.58,10.7,2
7.2,0.25,0.52,9.8,0.041,59,157,0.9926,2.91,0.5,9.7,3
6.4,0.25,0.26,52.9,0.042,8,97,0.9985,3.29,0.6,10.3,3
4.7,0.24,0.2,18.8,0.076,18,111,0.9966,3.05,0.56,9.0,1
10.0,0.56,0.06,1.7,0.089,16,64,0.9968,3.21,0.75,10.0,3
7.6,0.43,0.58,4.7,0.061,42,213,0.9939,3.4,0.55,9.7,2
8.7,0.64,0.05,11.5,0.12,14,6,0.9995,3.24,0.43,10.6,2
7.1,0.28,0.43,4.2,0.072,34,130,1.0006,3.19,0.43,10.4,2
6.6,0.13,0.27,5.0,0.009,16,139,0.9969,3.08,0.42,12.3,2
7.6,0.29,0.31,6.0,0.009,2,134,0.999,3.27,0.53,10.0,2
7.1,0.31,0.24,1.8,0.052,20,151,0.998,2.98,0.5,10.1,2
9.0,0.36,0.37,5.7,0.073,5,56,0.9995,3.17,0.86,10.6,2
7.3,0.39,0.26,10.4,0.054,49,126,0.9945,2.92,0.67,9.3,2
7.3,0.33,0.4,17.3,0.066,31,87,0.9947,3.07,0.33,11.1,2
9.0,0.73,0.11,2.7,0.175,31,51,0.9979,3.42,0.58,11.1,2
12.7,0.65,0.2,4.4,0.037,12,58,0.9938,3.69,0.66,9.4,3
7.4,0.33,0.23,1.0,0.086,41,195,0.9913,3.36,0.68,10.6,2
8.1,0.18,0.31,4.4,0.036,67,148,0.994,3.2,0.36,12.4,2
8.7,0.37,0.31,10.3,0.047,27,167,0.9962,3.37,0.64,10.1,3
6.2,0.3,0.21,4.6,0.049,34,149,0.9886,3.34,0.44,12.0,2
